path,sentence
record_smarthome_7000039_315.wav,ปรับโซฟาในระดับนอน
record_smarthome_7000018_1012.wav,ล็อคประตูโรงรถ
record_smarthome_7000053_645.wav,ปิดเครื่องล้างจาน
record_smarthome_7000023_1662.wav,เปิดพัดลมในห้องเก็บของ
record_smarthome_7000032_1431.wav,เปิดน้ำฝักบัวอุณหภูมิสามสิบองศาเซลเซียส
record_smarthome_7000029_1022.wav,วิดีโอคอลหาสามีให้หน่อย
record_smarthome_7000053_952.wav,ลดอุณหภูมิเครื่องปรับอากาศลงสององศาเซลเซียส
record_smarthome_7000051_1235.wav,เปลี่ยนเพลง
record_smarthome_7000019_834.wav,ปิดไฟห้องนั่งเล่นเมื่อไม่มีคนอยู่แล้ว
record_smarthome_7000022_1427.wav,เปิดน้ำที่อ่างล้างหน้าให้หน่อยจะล้างหน้า
record_smarthome_7000040_2604.wav,แจ้งเตือนเมื่อฉันลืมปิดน้ำ
record_smarthome_7000039_2276.wav,เปิดไฟตู้เก็บเครื่องมือให้หน่อย
record_smarthome_7000043_1626.wav,เปิดพัดลมอัตโนมัติ
record_smarthome_7000052_1734.wav,เปิดระบบแจ้งเตือน
record_smarthome_7000028_88.wav,ช่วยเปลี่ยนช่องทีวีให้หน่อยนะ
record_smarthome_7000020_1799.wav,เปิดหน้าต่างทั้งหมด
record_smarthome_7000052_2368.wav,เปิดไฟหน้าบ้าน
record_smarthome_7000043_2176.wav,เปิดโคมไฟตรงโซฟา
record_smarthome_7000016_2519.wav,เพิ่มความเย็นอีกห้าระดับ
record_smarthome_7000019_2079.wav,เปิดเพลงให้ฉันระหว่างทำอาหาร
record_smarthome_7000041_62.wav,ฉีดพ่นน้ำยาปรับอากาศให้ฉันหน่อย
record_smarthome_7000016_2532.wav,เพิ่มอุณหภูมิที่จอดรถเป็นยี่สิบเจ็ดองศา
record_smarthome_7000031_1548.wav,เปิดปล่องดูดควันสิบห้านาที
record_smarthome_7000052_992.wav,ล็อกประตูที่จอดรถให้ฉันหน่อย
record_smarthome_7000043_1188.wav,เบาแอร์ให้หน่อย
record_smarthome_7000037_1211.wav,เปลี่ยนทีวีเป็นช่องยี่สิบห้า
record_smarthome_7000019_87.wav,ช่วยเช็ดกระจกในห้องน้ำด้วยนะ
record_smarthome_7000041_2002.wav,เปิดเตาไฟฟ้าที่ระดับสาม
record_smarthome_7000040_626.wav,ปิดเครื่องทำน้ำอุ่นในอีกสิบนาที
record_smarthome_7000022_2090.wav,เปิดเสียงสวดมนต์ให้หน่อยนะ
record_smarthome_7000043_938.wav,ลดระดับความแรงของน้ำ
record_smarthome_7000028_1160.wav,เตือนฉันเมื่อถึงเวลาที่ต้องหุงข้าว
record_smarthome_7000022_730.wav,ปิดโคมไฟตรงทางเข้าห้องนั่งเล่น
record_smarthome_7000023_2275.wav,เปิดไฟตู้เก็บของ
record_smarthome_7000036_741.wav,ปิดโหมดละลายน้ำแข็งตู้เย็นในห้องครัวทันที
record_smarthome_7000025_550.wav,ปิดม่านห้องน้ำลง
record_smarthome_7000035_1715.wav,เปิดระบบน้ำเย็นหน่อย
record_smarthome_7000038_1835.wav,เปิดเครื่องกรองน้ำตัวที่หนึ่งหน่อย
record_smarthome_7000017_1555.wav,เปิดผ้าม่านหน่อย
record_smarthome_7000023_1450.wav,เปิดน้ำอุ่นที่ฝักบัว
record_smarthome_7000033_231.wav,ปรับน้ำฝักบัวให้อยู่ที่อุณหภูมิยี่สิบเจ็ดองศาเซลเซียส
record_smarthome_7000052_1561.wav,เปิดผ้าม่านออกเล็กน้อย
record_smarthome_7000020_1101.wav,อีกสิบห้านาทีปิดไฟบนโต๊ะให้หน่อยนะ
record_smarthome_7000023_2354.wav,เปิดไฟสีเขียว
record_smarthome_7000020_835.wav,ปิดไฟห้องนั่งเล่นเวลาห้าทุ่ม
record_smarthome_7000018_1034.wav,ส่งสัญญาณเสียงเมื่อมีผู้บุกรุก
record_smarthome_7000022_1063.wav,อยากกินอาหารญี่ปุ่นมีรายการอาหารแนะนำไหม
record_smarthome_7000042_1007.wav,ล็อกโรงจอดรถให้ฉันหน่อย
record_smarthome_7000035_1301.wav,เปิดก๊อกน้ำล้างหน้า
record_smarthome_7000041_1545.wav,เปิดประตูให้หน่อย
record_smarthome_7000051_421.wav,ปิดน้ำอ่างล้างหน้า
record_smarthome_7000018_576.wav,ปิดวิทยุในห้องนั่งเล่น
record_smarthome_7000033_396.wav,ปิดที่ดูดอากาศไม่พึงประสงค์ในห้องครัว
record_smarthome_7000036_258.wav,ปรับระดับเครื่องทำน้ำอุ่นไปที่ระดับกลาง
record_smarthome_7000029_1681.wav,เปิดม่านกันแสงในห้องเก็บของให้หน่อยนะ
record_smarthome_7000050_1757.wav,เปิดลำโพงในห้องนั่งเล่น
record_smarthome_7000040_2258.wav,เปิดไฟตรงกระจก
record_smarthome_7000016_884.wav,ปิดไฟในห้องนั่งเล่นอีกห้าสิบนาที
record_smarthome_7000017_2269.wav,เปิดไฟตรงโต๊ะอาหารให้หน่อย
record_smarthome_7000028_258.wav,ปรับระดับเครื่องทำน้ำอุ่นไปที่ระดับกลาง
record_smarthome_7000021_597.wav,ปิดเครื่องกรองอากาศอีกสิบห้านาที
record_smarthome_7000043_307.wav,ปรับแสงไฟให้มืดลงหน่อย
record_smarthome_7000037_2206.wav,เปิดโหมดปาร์ตี้
record_smarthome_7000025_119.wav,ดูดฝุ่น
record_smarthome_7000043_1037.wav,หมุนฝักบัวไปทางซ้ายให้ฉันหน่อย
record_smarthome_7000051_1462.wav,เปิดน้ำอุ่นให้ฉันในอีกหนึ่งนาที
record_smarthome_7000016_451.wav,ปิดประตูห้องน้ำ
record_smarthome_7000039_63.wav,ชาร์จไฟรถยนต์
record_smarthome_7000032_1501.wav,เปิดประตูทางขวา
record_smarthome_7000016_312.wav,ปรับแอร์ให้อยู่ในระดับอุณหภูมิห้อง
record_smarthome_7000051_1269.wav,เปิดกล้องวงจรปิดทุกตัวในที่จอดรถ
record_smarthome_7000050_1032.wav,ส่งสัญญาณเตือนฉันเมื่อมีสิ่งเคลื่อนไหวบริเวณโรงจอดรถ
record_smarthome_7000034_300.wav,ปรับเอนเบาะสี่สิบห้าองศา
record_smarthome_7000027_1689.wav,เปิดม่านออกให้หมดเลย
record_smarthome_7000038_2268.wav,เปิดไฟตรงโซฟา
record_smarthome_7000053_1899.wav,เปิดเครื่องทำความสะอาด
record_smarthome_7000038_1195.wav,เปลี่ยนช่อง
record_smarthome_7000035_1292.wav,เปิดก๊อกน้ำที่อ่างล้างหน้า
record_smarthome_7000054_1451.wav,เปิดน้ำอุ่นน้ำใส่อ่างอาบน้ำในห้องน้ำอีกสิบนาที
record_smarthome_7000036_1570.wav,เปิดฝักบัวและเพลง
record_smarthome_7000051_1946.wav,เปิดเครื่องระบายควัน
record_smarthome_7000032_864.wav,ปิดไฟเมื่อไม่มีผู้คนในบริเวณที่จอดรถ
record_smarthome_7000022_1986.wav,เปิดเตาอบให้ฉันในอีกสิบนาที
record_smarthome_7000042_57.wav,ฉันปวดเมื่อยเปิดระบบนวดที่โซฟา
record_smarthome_7000043_139.wav,ตอนนี้อุณหภูมิเตาอบอยู่ที่กี่องศา
record_smarthome_7000025_396.wav,ปิดที่ดูดอากาศไม่พึงประสงค์ในห้องครัว
record_smarthome_7000020_2605.wav,แจ้งเตือนเมื่อฉันลืมปิดประตูที่จอดรถ
record_smarthome_7000032_289.wav,ปรับอุณหภูมิแอร์ให้เพิ่มขึ้นอีกสามองศาเซลเซียส
record_smarthome_7000026_121.wav,ดูดฝุ่นพรมหน้าโซฟาหน่อย
record_smarthome_7000054_1371.wav,เปิดทีวีช่องเจ็ด
record_smarthome_7000036_816.wav,ปิดไฟหน้าห้องให้หน่อย
record_smarthome_7000037_1457.wav,เปิดน้ำอุ่นในอีกห้านาที
record_smarthome_7000053_1459.wav,เปิดน้ำอุ่นในอ่างแช่
record_smarthome_7000022_2430.wav,เปิดไฟเดี๋ยวนี้
record_smarthome_7000054_2167.wav,เปิดแอร์ยี่สิบห้าองศาในอีกสามสิบนาที
record_smarthome_7000016_1541.wav,เปิดประตูในอีกห้านาที
record_smarthome_7000051_1784.wav,เปิดสัญญาณกันขโมย
record_smarthome_7000038_1202.wav,เปลี่ยนช่องโทรทัศน์
record_smarthome_7000037_1894.wav,เปิดเครื่องทำความชื้นให้หน่อย
record_smarthome_7000033_719.wav,ปิดแอร์ในห้องเก็บของในอีกสิบนาทีนะ
record_smarthome_7000050_1541.wav,เปิดประตูในอีกห้านาที
record_smarthome_7000026_1817.wav,เปิดหน้าต่างอัตโนมัติเมื่อมีควัน
record_smarthome_7000035_1422.wav,เปิดน้ำที่ห้องครัว
record_smarthome_7000036_2022.wav,เปิดเพลงดังระดับสามตอนนี้
record_smarthome_7000028_1971.wav,เปิดเครื่องเสียง
record_smarthome_7000043_903.wav,ปิดไฟในอีกสี่นาที
record_smarthome_7000017_714.wav,ปิดแอร์ในห้องนั่งเล่น
record_smarthome_7000029_209.wav,ทำให้ไฟสว่าง
record_smarthome_7000018_1300.wav,เปิดก๊อกน้ำล้างมืออัตโนมัติ
record_smarthome_7000040_2087.wav,เปิดเสียงป่าฝนให้หน่อย
record_smarthome_7000051_951.wav,ลดอุณหภูมิเครื่องทำน้ำอุ่น
record_smarthome_7000044_332.wav,ปลดล็อกหน้าต่างห้องนั่งเล่น
record_smarthome_7000016_99.wav,ช่วยเปิดเสียงเพลงหน่อย
record_smarthome_7000027_904.wav,ปิดไฟในอีกหนึ่งชั่วโมง
record_smarthome_7000034_617.wav,ปิดเครื่องดูดอากาศห้องอาหาร
record_smarthome_7000031_2580.wav,เร่งไฟแก๊ส
record_smarthome_7000050_295.wav,ปรับเบาะให้อีกหน่อย
record_smarthome_7000054_2322.wav,เปิดไฟที่โต๊ะกินข้าวเดี๋ยวนี้
record_smarthome_7000018_1218.wav,เปลี่ยนสีไฟเต้นระบำ
record_smarthome_7000038_2024.wav,เปิดเพลงต่อไปในอีกสองนาที
record_smarthome_7000019_933.wav,ลดความแรงของน้ำล้างก้น
record_smarthome_7000016_317.wav,ปรับโซฟาให้นอนลง
record_smarthome_7000035_8.wav,กดชักโครกให้ฉันในอีกยี่สิบนาที
record_smarthome_7000040_727.wav,ปิดแอร์ในอีกห้านาที
record_smarthome_7000025_2550.wav,เพิ่มเสียงทีวีเมื่อยกมือขึ้น
record_smarthome_7000042_464.wav,ปิดประตูโรงจอดรถ
record_smarthome_7000028_2238.wav,เปิดไฟกลางห้อง
record_smarthome_7000043_1011.wav,ล็อคประตูห้องนั่งเล่น
record_smarthome_7000018_1577.wav,เปิดฝาชักโครกให้ฉันหน่อยตอนนี้
record_smarthome_7000042_83.wav,ช่วยปิดไฟในอีกสิบนาที
record_smarthome_7000027_1172.wav,เบาความแรงพัดลมสองระดับหน่อย
record_smarthome_7000039_1451.wav,เปิดน้ำอุ่นน้ำใส่อ่างอาบน้ำในห้องน้ำอีกสิบนาที
record_smarthome_7000035_904.wav,ปิดไฟในอีกหนึ่งชั่วโมง
record_smarthome_7000022_371.wav,ปิดตู้ด้านหน้าประตู
record_smarthome_7000020_1645.wav,เปิดพัดลมเพดานในห้องอาหารทันที
record_smarthome_7000018_75.wav,ช่วยปิดน้ำในอีกสิบนาที
record_smarthome_7000016_2353.wav,เปิดไฟสีส้มหน่อย
record_smarthome_7000043_1139.wav,เครื่องดูดกลิ่นปิดใช้งาน
record_smarthome_7000039_1505.wav,เปิดประตูที่จอดรถในอีกสิบนาที
record_smarthome_7000023_787.wav,ปิดไฟที่ระเบียงเวลาตีห้าครึ่ง
record_smarthome_7000021_2116.wav,เปิดแอร์ยี่สิบสี่องศาเซลเซียส
record_smarthome_7000017_1054.wav,หรี่ไฟให้สว่างน้อยลง
record_smarthome_7000019_1381.wav,เปิดทีวีห้องอาหาร
record_smarthome_7000028_2528.wav,เพิ่มระดับเสียงเพลง
record_smarthome_7000031_63.wav,ชาร์จไฟรถยนต์
record_smarthome_7000053_1614.wav,เปิดพัดลมส่ายหน้ามาทางซ้ายของหน้าต่าง
record_smarthome_7000039_245.wav,ปรับระดับความสว่างของไฟในห้องอาหาร
record_smarthome_7000038_309.wav,ปรับแอร์ลงอีกสามองศาเซลเซียส
record_smarthome_7000023_860.wav,ปิดไฟเมื่อฉันออกจากห้องน้ำ
record_smarthome_7000037_1596.wav,เปิดพัดลมปรับอากาศในห้องน้ำ
record_smarthome_7000039_716.wav,ปิดแอร์ในห้องน้ำ
record_smarthome_7000018_1676.wav,เปิดมู่ลี่
record_smarthome_7000022_2250.wav,เปิดไฟดวงกลางห้องหน่อย
record_smarthome_7000023_629.wav,ปิดเครื่องทำน้ำแข็งในอีกสิบนาที
record_smarthome_7000052_966.wav,ลดเสียงวิทยุในห้องนั่งเล่นให้หน่อย
record_smarthome_7000051_1398.wav,เปิดที่ดูดอากาศที่จอดรถ
record_smarthome_7000027_628.wav,ปิดเครื่องทำน้ำอุ่นให้หน่อย
record_smarthome_7000036_1822.wav,เปิดหน้าต่างให้หน่อยอยากรับลมเย็นข้างนอก
record_smarthome_7000040_2532.wav,เพิ่มอุณหภูมิที่จอดรถเป็นยี่สิบเจ็ดองศา
record_smarthome_7000041_583.wav,ปิดหน้าต่าง
record_smarthome_7000053_2523.wav,เพิ่มระดับความดังของโทรทัศน์
record_smarthome_7000052_1680.wav,เปิดม่านกันแสงห้องครัว
record_smarthome_7000035_2019.wav,เปิดเพลงจากวิทยุสิบห้านาที
record_smarthome_7000042_1412.wav,เปิดน้ำจากฝักบัวให้ฉันเดี๋ยวนี้
record_smarthome_7000031_1885.wav,เปิดเครื่องดูดอากาศห้องอาหาร
record_smarthome_7000051_1614.wav,เปิดพัดลมส่ายหน้ามาทางซ้ายของหน้าต่าง
record_smarthome_7000053_402.wav,ปิดน้ำทั้งหมด
record_smarthome_7000029_2450.wav,เปิดไฟโรงจอดรถฉันจะไปเอาของที่ท้ายรถ
record_smarthome_7000032_1319.wav,เปิดชักโครก
record_smarthome_7000023_912.wav,ปิดไมโครเวฟให้ฉันด้วย
record_smarthome_7000052_2144.wav,เปิดแอร์ห้องเก็บของให้หน่อย
record_smarthome_7000054_481.wav,ปิดฝาชักโครกหน่อย
record_smarthome_7000027_2069.wav,เปิดเพลงในห้องน้ำ
record_smarthome_7000026_2557.wav,เพิ่มเสียงเพลง
record_smarthome_7000031_907.wav,ปิดไฟในโรงรถ
record_smarthome_7000032_1405.wav,เปิดที่แอร์ยี่สิบห้าองศาเซลเซียส
record_smarthome_7000020_1187.wav,เบาแอร์ในห้องอาหารให้ฉันสององศาเซลเซียส
record_smarthome_7000021_824.wav,ปิดไฟห้องครัว
record_smarthome_7000050_2117.wav,เปิดแอร์ยี่สิบหกองศา
record_smarthome_7000053_751.wav,ปิดไฟฉุกเฉิน
record_smarthome_7000021_2094.wav,เปิดแก๊สและปิดแก๊สภายในสิบนาที
record_smarthome_7000016_1226.wav,เปลี่ยนสีไฟให้เป็นสีเขียวที
record_smarthome_7000037_1442.wav,เปิดน้ำล้างจาน
record_smarthome_7000053_779.wav,ปิดไฟที่จอดรถตอนเวลาหกโมงเช้า
record_smarthome_7000032_1725.wav,เปิดระบบระบายอากาศในห้องครัว
record_smarthome_7000032_1437.wav,เปิดน้ำร้อนให้ฉันที
record_smarthome_7000023_1600.wav,เปิดพัดลมระบายอากาศห้องครัว
record_smarthome_7000016_1050.wav,หรี่ไฟแก๊ส
record_smarthome_7000021_2475.wav,เปิดไฟในห้องนั่งเล่น
record_smarthome_7000027_331.wav,ปลดล็อกประตูห้องเก็บของ
record_smarthome_7000029_2023.wav,เปิดเพลงตื่นจากฝัน
record_smarthome_7000052_1443.wav,เปิดน้ำล้างมือ
record_smarthome_7000036_1035.wav,ส่งเสียงเตือนเมื่อฉันขาดออกซิเจน
record_smarthome_7000044_2538.wav,เพิ่มอุณหภูมิเครื่องปรับอากาศในห้องนั่งเล่นขึ้นสององศาเซลเซียส
record_smarthome_7000035_591.wav,ปิดหน้าต่างโรงรถ
record_smarthome_7000029_528.wav,ปิดพัดลมในอีกสิบนาที
record_smarthome_7000039_557.wav,ปิดระบบความชื้น
record_smarthome_7000018_1804.wav,เปิดหน้าต่างฝั่งตะวันออก
record_smarthome_7000017_1394.wav,เปิดทีวีไปที่ช่องสามสิบห้าให้ฉันหน่อย
record_smarthome_7000053_1333.wav,เปิดช่องระบายอากาศให้หน่อย
record_smarthome_7000025_123.wav,ดูดฝุ่นห้องเก็บของในอีกห้าสิบนาที
record_smarthome_7000034_1538.wav,เปิดประตูโรงรถให้ด้วยฉันจะเก็บรถ
record_smarthome_7000036_671.wav,ปิดเพลง
record_smarthome_7000052_2399.wav,เปิดไฟห้องนั่งเล่นในอีกสองนาที
record_smarthome_7000054_910.wav,ปิดไฟให้เหลือดวงเดียว
record_smarthome_7000040_1437.wav,เปิดน้ำร้อนให้ฉันที
record_smarthome_7000035_2423.wav,เปิดไฟห้องเก็บของให้ฉันหน่อย
record_smarthome_7000032_2521.wav,เพิ่มความแรงพัดลม
record_smarthome_7000023_1224.wav,เปลี่ยนสีไฟในห้องเป็นสีแดง
record_smarthome_7000040_106.wav,ช่วยเปิดไฟในห้องน้ำให้ฉันหน่อย
record_smarthome_7000021_1457.wav,เปิดน้ำอุ่นในอีกห้านาที
record_smarthome_7000050_792.wav,ปิดไฟที่ห้องเก็บของ
record_smarthome_7000023_815.wav,ปิดไฟหน้าห้องน้ำในตอนสองทุ่ม
record_smarthome_7000036_1276.wav,เปิดกล้องวงจรปิดห้องอาหาร
record_smarthome_7000023_747.wav,ปิดไฟกระพริบห้องนั่งเล่นให้ฉันในอีกห้านาที
record_smarthome_7000037_517.wav,ปิดพัดลมในห้องนั่งเล่น
record_smarthome_7000017_2036.wav,เปิดเพลงฟังเพลินตอนอาบน้ำให้หน่อย
record_smarthome_7000038_1670.wav,เปิดพัดลมให้ที
record_smarthome_7000050_1045.wav,หรี่ไฟที่จอดรถลงหน่อยสว่างเกินไป
record_smarthome_7000034_2454.wav,เปิดไฟโรงจอดรถให้ฉันหน่อย
record_smarthome_7000042_1300.wav,เปิดก๊อกน้ำล้างมืออัตโนมัติ
record_smarthome_7000053_159.wav,ตั้งเวลานับถอยหลังสิบห้านาที
record_smarthome_7000051_41.wav,ค้นหาการขจัดคราบมัน
record_smarthome_7000025_1597.wav,เปิดพัดลมระบบส่าย
record_smarthome_7000027_1507.wav,เปิดประตูที่จอดรถให้ฉันเดี๋ยวนี้
record_smarthome_7000054_993.wav,ล็อกประตูบานเลื่อนให้หน่อย
record_smarthome_7000032_2458.wav,เปิดไฟโรงเก็บรถหลังหกโมงเย็นทุกวัน
record_smarthome_7000023_615.wav,ปิดเครื่องดูดอากาศห้องครัว
record_smarthome_7000035_2281.wav,เปิดไฟทันที
record_smarthome_7000023_1548.wav,เปิดปล่องดูดควันสิบห้านาที
record_smarthome_7000035_988.wav,ล็อกประตู
record_smarthome_7000016_2567.wav,เพิ่มแสงสว่างเมื่อนั่งลงบนโซฟา
record_smarthome_7000034_821.wav,ปิดไฟหลังจากนี้สิบนาที
record_smarthome_7000043_834.wav,ปิดไฟห้องนั่งเล่นเมื่อไม่มีคนอยู่แล้ว
record_smarthome_7000040_2619.wav,โทรหาคุณพ่อที
record_smarthome_7000017_1677.wav,เปิดม่าน
record_smarthome_7000038_751.wav,ปิดไฟฉุกเฉิน
record_smarthome_7000021_2206.wav,เปิดโหมดปาร์ตี้
record_smarthome_7000028_34.wav,ขอบันทึกว่าลูกชายแพ้ถั่วลิสงให้เตือนทุกครั้งก่อนทำอาหาร
record_smarthome_7000026_1112.wav,อีกห้านาทีปิดเพลงนะ
record_smarthome_7000038_1651.wav,เปิดพัดลมและหมุนมาหาฉัน
record_smarthome_7000040_978.wav,ลดแสงไฟในห้องนั่งเล่น
record_smarthome_7000016_2445.wav,เปิดไฟแสงสว่างให้ฉันหน่อย
record_smarthome_7000053_1030.wav,ส่งข้อความหาครอบครัวของฉัน
record_smarthome_7000017_587.wav,ปิดหน้าต่างห้องเก็บของ
record_smarthome_7000026_141.wav,ตะปูอยู่ที่ไหน
record_smarthome_7000020_2301.wav,เปิดไฟที่จอดรถภายในหนึ่งนาทีให้หน่อย
record_smarthome_7000044_1856.wav,เปิดเครื่องดูดกลิ่นให้หน่อย
record_smarthome_7000038_681.wav,ปิดเสียงจากวิทยุให้ฉันหน่อย
record_smarthome_7000036_2092.wav,เปิดเอฟเอ็ม
record_smarthome_7000035_1603.wav,เปิดพัดลมระบายอากาศห้องเก็บของ
record_smarthome_7000053_2614.wav,โทรสั่งพิซซ่าหนึ่งหนึ่งหนึ่งสอง
record_smarthome_7000032_1802.wav,เปิดหน้าต่างทุกบาน
record_smarthome_7000034_2596.wav,เอาน้ำจากอ่างอาบน้ำออกให้หมด
record_smarthome_7000042_120.wav,ดูดฝุ่นบนพื้นห้องครัวให้ฉันหน่อย
record_smarthome_7000018_1474.wav,เปิดน้ำเย็นที่อ่างล้างหน้า
record_smarthome_7000032_1846.wav,เปิดเครื่องกำจัดกลิ่นให้ฉันหน่อย
record_smarthome_7000032_1757.wav,เปิดลำโพงในห้องนั่งเล่น
record_smarthome_7000019_379.wav,ปิดทีวีตอนสิบโมง
record_smarthome_7000037_1022.wav,วิดีโอคอลหาสามีให้หน่อย
record_smarthome_7000027_2054.wav,เปิดเพลงเต้นรำ
record_smarthome_7000050_1415.wav,เปิดน้ำซิงค์ล้างจาน
record_smarthome_7000025_514.wav,ปิดพัดลมในหลังบ้าน
record_smarthome_7000051_1532.wav,เปิดประตูอัตโนมัติในอีกยี่สิบนาที
record_smarthome_7000043_1936.wav,เปิดเครื่องฟอกอากาศห้องอาหาร
record_smarthome_7000042_176.wav,ตั้งเวลาเตาอบสิบนาที
record_smarthome_7000018_1721.wav,เปิดระบบฟอกอากาศ
record_smarthome_7000029_1065.wav,อากาศร้อนนะเปิดแอร์อุณหภูมิยี่สิบสององศาเซลเซียส
record_smarthome_7000043_1590.wav,เปิดพัดลมตอนบ่ายโมง
record_smarthome_7000019_1103.wav,อีกสิบห้านาทีเปิดไฟโรงจอดรถ
record_smarthome_7000021_916.wav,พัดลมส่ายสามสิบองศา
record_smarthome_7000017_1553.wav,เปิดผ้าม่านที่ห้องเก็บของให้ฉันหน่อย
record_smarthome_7000028_1933.wav,เปิดเครื่องฟอกอากาศ
record_smarthome_7000053_1242.wav,เปลี่ยนแสงไฟนอกโรงรถ
record_smarthome_7000035_1344.wav,เปิดตัววัดอุณหภูมิในที่จอดรถ
record_smarthome_7000028_2296.wav,เปิดไฟที่กระจก
record_smarthome_7000037_667.wav,ปิดเตาไฟฟ้าในห้องครัว
record_smarthome_7000042_494.wav,ปิดพัดลมระบายอากาศในห้องน้ำให้หน่อย
record_smarthome_7000050_2376.wav,เปิดไฟหน้าโรงจอดรถ
record_smarthome_7000053_356.wav,ปิดกล้องวงจรปิดโรงรถ
record_smarthome_7000021_1530.wav,เปิดประตูอัตโนมัติที่จอดรถให้หน่อย
record_smarthome_7000021_1433.wav,เปิดน้ำฝักบัวให้ฉันหน่อย
record_smarthome_7000025_2234.wav,เปิดไฟกระจกอ่างล้างหน้า
record_smarthome_7000029_1384.wav,เปิดทีวีเป็นช่องข่าวเดี๋ยวนี้
record_smarthome_7000021_2452.wav,เปิดไฟโรงจอดรถในอีกสิบห้านาที
record_smarthome_7000050_86.wav,ช่วยล็อกประตูให้ฉันหน่อย
record_smarthome_7000018_491.wav,ปิดพัดลมปรับอากาศ
record_smarthome_7000031_1605.wav,เปิดพัดลมระบายอากาศเมื่อตอนใช้งานห้องน้ำ
record_smarthome_7000032_960.wav,ลดอุณหภูมิให้เหลือยี่สิบห้าองศาเซลเซียสให้หน่อย
record_smarthome_7000036_1927.wav,เปิดเครื่องปรับอากาศในห้องอาหารในสิบนาที
record_smarthome_7000050_1810.wav,เปิดหน้าต่างห้องครัวด้านหลัง
record_smarthome_7000032_135.wav,ตรวจสอบเครื่องใช้ไฟฟ้าในครัวในห้องครัว
record_smarthome_7000042_769.wav,ปิดไฟทั้งหมดในอีกสามชั่วโมง
record_smarthome_7000021_2023.wav,เปิดเพลงตื่นจากฝัน
record_smarthome_7000025_169.wav,ตั้งเวลาสี่สิบห้านาที
record_smarthome_7000020_2507.wav,เปิดไมโครเวฟให้ฉันหน่อย
record_smarthome_7000037_2241.wav,เปิดไฟข้างในโรงรถ
record_smarthome_7000026_67.wav,ช่วยฉันเปิดไฟหน่อยอีกสิบนาที
